rn	reflex	gloss	gfn	srcabbr	lgid	language	srcid
269555	ririlmā	round		AH-CSDPN	721	Kaike	01.098
269571	khārpā	dry	adj	AH-CSDPN	721	Kaike	01.099
269585	mhin	name	n	AH-CSDPN	721	Kaike	01.100
269598	pasu	animal	n	AH-CSDPN	721	Kaike	03a.001
269611	kā'◦pā	rooster	n	AH-CSDPN	721	Kaike	03a.002
269624	kā'mā	hen	n	AH-CSDPN	721	Kaike	03a.003
269637	kā'chā	chick	n	AH-CSDPN	721	Kaike	03a.004
269650	wā	comb (of rooster)	n	AH-CSDPN	721	Kaike	03a.005
269663	hā̩'sa	duck	n	AH-CSDPN	721	Kaike	03a.006
269676	parisā	pigeon	n	AH-CSDPN	721	Kaike	03a.007
269702	māpchyā	peacock	n	AH-CSDPN	721	Kaike	03a.009
269715	chhipchā	sparrow	n	AH-CSDPN	721	Kaike	03a.010
269728	gau̩lhali	swallow (bird)	n	AH-CSDPN	721	Kaike	03a.011
269741	chuchu	bill (of bird)	n	AH-CSDPN	721	Kaike	03a.012
269754	chāng	nest	n	AH-CSDPN	721	Kaike	03a.013
269767	kor◦pā	wing	n	AH-CSDPN	721	Kaike	03a.014
269780	suwā	parrot	n	AH-CSDPN	721	Kaike	03a.015
269793	khā	crow (bird)	n	AH-CSDPN	721	Kaike	03a.016
269806	chyni	blackbird	n	AH-CSDPN	721	Kaike	03a.017
269819	likumā	woodpecker	n	AH-CSDPN	721	Kaike	03a.018
269832	jalāyo	crane (bird)	n	AH-CSDPN	721	Kaike	03a.019
269845	hupā	owl	n	AH-CSDPN	721	Kaike	03a.020
269858	jyur	hawk	n	AH-CSDPN	721	Kaike	03a.021
269871	chyārgwe	eagle	n	AH-CSDPN	721	Kaike	03a.022
269884	chyārgwe	vulture	n	AH-CSDPN	721	Kaike	03a.023
269897	gwaryā	bat (animal, large)	n	AH-CSDPN	721	Kaike	03a.024
269923	chham	fur	n	AH-CSDPN	721	Kaike	03a.026
269936	bha̩i̩si	buffalo	n	AH-CSDPN	721	Kaike	03a.027
269949	rāngā	buffalo bull	n	AH-CSDPN	721	Kaike	03a.028
269962	bha̩i̩si	buffalo cow	n	AH-CSDPN	721	Kaike	03a.029
269975	pāra	buffalo calf	n	AH-CSDPN	721	Kaike	03a.030
269988	basta	cattle	n	AH-CSDPN	721	Kaike	03a.031
270001	khur	hoof	n	AH-CSDPN	721	Kaike	03a.032
270014	sā̩rha	bull	n	AH-CSDPN	721	Kaike	03a.033
270027	mi̩	cow	n	AH-CSDPN	721	Kaike	03a.034
270040	mhibjā	calf	n	AH-CSDPN	721	Kaike	03a.035
270053	rā	goat	n	AH-CSDPN	721	Kaike	03a.036
270066	rā dong	billy goat	n	AH-CSDPN	721	Kaike	03a.037
270079	ra mā	nanny goat	n	AH-CSDPN	721	Kaike	03a.038
270092	rha◦jā	kid (goat)	n	AH-CSDPN	721	Kaike	03a.039
270105	lhu	sheep	n	AH-CSDPN	721	Kaike	03a.040
270118	chhyo	hog	n	AH-CSDPN	721	Kaike	03a.041
270131	birchhyo	boar	n	AH-CSDPN	721	Kaike	03a.042
270144	thutunā	snout	n	AH-CSDPN	721	Kaike	03a.043
270157	Tā	horse	n	AH-CSDPN	721	Kaike	03a.044
270170	pu̩:	donkey	n	AH-CSDPN	721	Kaike	03a.045
270210	khigar	cat	n	AH-CSDPN	721	Kaike	03a.048
270223	mārā	whiskers (animal)	n	AH-CSDPN	721	Kaike	03a.049
270236	yu	rat	n	AH-CSDPN	721	Kaike	03a.050
270249	yu	shrew	n	AH-CSDPN	721	Kaike	03a.051
270275	syuchā, gye	monkey	n	AH-CSDPN	721	Kaike	03a.053
270289	lāngburche	elephant	n	AH-CSDPN	721	Kaike	03a.054
270302	su̩ra	trunk (of elephant)	n	AH-CSDPN	721	Kaike	03a.055
270315	langborchhye-na-swa	tusks	n	AH-CSDPN	721	Kaike	03a.056
270328	sar, tānglā, war bang	deer	n	AH-CSDPN	721	Kaike	03a.057
270341	syāripsing	antelope	n	AH-CSDPN	721	Kaike	03a.058
270367	syelā	jackal	n	AH-CSDPN	721	Kaike	03a.060
270380	rhi	mongoose	n	AH-CSDPN	721	Kaike	03a.061
270393	wom	bear	n	AH-CSDPN	721	Kaike	03a.062
270406	sam◦chyān	tiger	n	AH-CSDPN	721	Kaike	03a.063
270419	chyā̩ku	leopard	n	AH-CSDPN	721	Kaike	03a.064
270432	pusān	lizard	n	AH-CSDPN	721	Kaike	03a.065
270446	bāl◦pā	frog	n	AH-CSDPN	721	Kaike	03a.066
270472	kachhuwā	turtle	n	AH-CSDPN	721	Kaike	03a.068
270485	bu◦len	snake (big)	n	AH-CSDPN	721	Kaike	03a.069
270512	bu◦lākarmu̩	snail	n	AH-CSDPN	721	Kaike	03a.071
270525	lākarmu̩	shell	n	AH-CSDPN	721	Kaike	03a.072
270538	bichchhi	scorpion	n	AH-CSDPN	721	Kaike	03a.073
270551	thāngba	sting (of insect / scorpion / etc.?)	n	AH-CSDPN	721	Kaike	03a.074
270564	kajibā	centipede	n	AH-CSDPN	721	Kaike	03a.075
270577	parTipā	leech, land	n	AH-CSDPN	721	Kaike	03a.076
270643	pāblā	spider	n	AH-CSDPN	721	Kaike	03a.081
270656	jālo	web (of spider)	n	AH-CSDPN	721	Kaike	03a.082
270669	barang	fly	n	AH-CSDPN	721	Kaike	03a.083
270682	kā̩lyā	mosquito	n	AH-CSDPN	721	Kaike	03a.084
270695	jamāpā	ant	n	AH-CSDPN	721	Kaike	03a.085
270708	jamāpā	ant, flying	n	AH-CSDPN	721	Kaike	03a.086
270721	syer	louse (body)	n	AH-CSDPN	721	Kaike	03a.087
270734	syer	louse egg	n	AH-CSDPN	721	Kaike	03a.088
270747	gali	flea	n	AH-CSDPN	721	Kaike	03a.089
270760	chyārā	bedbug	n	AH-CSDPN	721	Kaike	03a.090
270798	phemāli	butterfly	n	AH-CSDPN	721	Kaike	03a.093
270811	mhegu	firefly	n	AH-CSDPN	721	Kaike	03a.094
270836	narsingkā	grasshopper	n	AH-CSDPN	721	Kaike	03a.096
270849	akumā	wasp	n	AH-CSDPN	721	Kaike	03a.097
270862	aku◦mā	bee	n	AH-CSDPN	721	Kaike	03a.098
270875	phāh	hive	n	AH-CSDPN	721	Kaike	03a.099
270888	aku	honey	n	AH-CSDPN	721	Kaike	03a.100
516199	pā◦pung	arm		AH-CSDPN	721	Kaike	66
516214	lhā◦na◦jing	palm of hand		AH-CSDPN	721	Kaike	66
260427	'sāla	young (human)	adj	AH-CSDPN	752	Khaling	12a.01
260428	'sālālme	young (human, girl)	adj	AH-CSDPN	752	Khaling	12a.01
260446	'māespāes	aged (human)	adj	AH-CSDPN	752	Khaling	12a.02
260461	'kokpāe	experienced	adj	AH-CSDPN	752	Khaling	12a.03
260473	sō◦nūpāe	strong (human)	adj	AH-CSDPN	752	Khaling	12a.04
260488	sō-māe-nūpāe	weak (human)	adj	AH-CSDPN	752	Khaling	12a.05
260498	masipra	violent (human)	adj	AH-CSDPN	752	Khaling	12a.06
260513	'sipra	gentle (human)	adj	AH-CSDPN	752	Khaling	12a.07
260527	'somkolom	alive (human)	adj	AH-CSDPN	752	Khaling	12a.08
260540	'mahpāe	dead (human)	adj	AH-CSDPN	752	Khaling	12a.09
260553	'krwāmpāe	numb (human)	adj	AH-CSDPN	752	Khaling	12a.10
260566	kō-ma-tōpāe	blind (human)	adj	AH-CSDPN	752	Khaling	12a.11
260579	ma-ngipāe	deaf (human)	adj	AH-CSDPN	752	Khaling	12a.12
260591	utsuk	curious (human)	adj	AH-CSDPN	752	Khaling	12a.13
260604	bhāngpāe-ngine	attentive	adj	AH-CSDPN	752	Khaling	12a.14
260617	lā-man-sine	careful	adj	AH-CSDPN	752	Khaling	12a.15
260631	lā-ma-man sipāe	careless	adj	AH-CSDPN	752	Khaling	12a.16
260645	'cakpāe	intelligent	adj	AH-CSDPN	752	Khaling	12a.17
260658	ma-cakpāe	ignorant	adj	AH-CSDPN	752	Khaling	12a.18
260668	'kokpāe	clever (hands)	adj	AH-CSDPN	752	Khaling	12a.19
260683	'chepāe	clever (head)	adj	AH-CSDPN	752	Khaling	12a.20
260696	ma-tohpāe	foolish	adj	AH-CSDPN	752	Khaling	12a.21
260710	'nu māengtune	insane	adj	AH-CSDPN	752	Khaling	12a.22
260723	bhāngpāe	good (human)	adj	AH-CSDPN	752	Khaling	12a.23
260724	napPāe	good (human)	adj	AH-CSDPN	752	Khaling	12a.23
260737	ma-nūpāe	evil (human)	adj	AH-CSDPN	752	Khaling	12a.24
260752	ma-ngehpāe	healthy (human)	adj	AH-CSDPN	752	Khaling	12a.25
260767	'ngehpāe	sick (human)	adj	AH-CSDPN	752	Khaling	12a.26
260780	kāem ghōle	busy	adj	AH-CSDPN	752	Khaling	12a.27
260794	'bhrengpāe	lazy	adj	AH-CSDPN	752	Khaling	12a.28
260808	ghrampāe	tired	adj	AH-CSDPN	752	Khaling	12a.29
260823	'kokpāe	skillful	adj	AH-CSDPN	752	Khaling	12a.30
260834	mu-kokpāe	clumsy	adj	AH-CSDPN	752	Khaling	12a.31
260846	gōpāe	rich (human)	adj	AH-CSDPN	752	Khaling	12a.32
260847	thwāsipāe	rich (human)	adj	AH-CSDPN	752	Khaling	12a.32
260860	māe.gōpāe	poor (human)	adj	AH-CSDPN	752	Khaling	12a.33
260873	sōnūpāe	fat (human)	adj	AH-CSDPN	752	Khaling	12a.34
260886	'bupāe	stout (human)	adj	AH-CSDPN	752	Khaling	12a.35
260898	jhwārpāe	slender (human)	adj	AH-CSDPN	752	Khaling	12a.36
260909	chōpāe	severe (human)	adj	AH-CSDPN	752	Khaling	12a.37
260919	'bhangpāe	lenient	adj	AH-CSDPN	752	Khaling	12a.38
260932	'ghāngpāe	obedient	adj	AH-CSDPN	752	Khaling	12a.39
260945	'nappāe	generous	adj	AH-CSDPN	752	Khaling	12a.40
260959	ma-nappāe	stingy	adj	AH-CSDPN	752	Khaling	12a.41
260970	'thwārsepāe	content[ed]	adj	AH-CSDPN	752	Khaling	12a.42
260981	ma-thwārsepā	discontent[ed]	adj	AH-CSDPN	752	Khaling	12a.43
260994	cāemūpāe	happy	adj	AH-CSDPN	752	Khaling	12a.44
261007	cāeyipāe	sad	adj	AH-CSDPN	752	Khaling	12a.45
261020	gajappo	funny (human)	adj	AH-CSDPN	752	Khaling	12a.46
261032	'bhren-lūpāe	boring (human)	adj	AH-CSDPN	752	Khaling	12a.47
261046	bhāngpāe	pretty (human)	adj	AH-CSDPN	752	Khaling	12a.48
261059	ma-bhāngpāe	ugly (human)	adj	AH-CSDPN	752	Khaling	12a.49
261074	nang-thukpāe	brave	adj	AH-CSDPN	752	Khaling	12a.50
261087	ngay-pāe	fearful	adj	AH-CSDPN	752	Khaling	12a.51
261099	bikāme	cowardly	adj	AH-CSDPN	752	Khaling	12a.52
261111	lā-man-sipāe	cautious	adj	AH-CSDPN	752	Khaling	12a.53
261124	kapti	proud	adj	AH-CSDPN	752	Khaling	12a.54
261136	ma-kapti	humble (human)	adj	AH-CSDPN	752	Khaling	12a.55
261147	'khān-lūpāe	modest (human)	adj	AH-CSDPN	752	Khaling	12a.56
261157	ruki	insolent	adj	AH-CSDPN	752	Khaling	12a.57
261166	'nappāe	friendly	adj	AH-CSDPN	752	Khaling	12a.58
261175	ma-nappāe	unfriendly	adj	AH-CSDPN	752	Khaling	12a.59
261185	'nappāe	polite	adj	AH-CSDPN	752	Khaling	12a.60
261195	'jhedū	rude (human)	adj	AH-CSDPN	752	Khaling	12a.61
261208	'nappāe	kind	adj	AH-CSDPN	752	Khaling	12a.62
261220	'jhedū	cruel	adj	AH-CSDPN	752	Khaling	12a.63
261231	'nacar-lūpāe	jealous	adj	AH-CSDPN	752	Khaling	12a.64
261241	'nacar-lūpāe	envious	adj	AH-CSDPN	752	Khaling	12a.65
261254	'sehpāe	drunk	adj	AH-CSDPN	752	Khaling	12a.66
261265	dosi	guilty	adj	AH-CSDPN	752	Khaling	12a.67
261276	sengpāe	sacred	adj	AH-CSDPN	752	Khaling	12a.68
261286	yāehkim	attractive (human)	adj	AH-CSDPN	752	Khaling	12a.69
261298	mu-yāehkim	repulsive (human)	adj	AH-CSDPN	752	Khaling	12a.70
261312	khapsipāe	tight	adj	AH-CSDPN	752	Khaling	12b.01
261313	ghāempāe	tight	adj	AH-CSDPN	752	Khaling	12b.01
261327	ma-khapsipāe	loose	adj	AH-CSDPN	752	Khaling	12b.02
261340	pāelipāe	heavy	adj	AH-CSDPN	752	Khaling	12b.03
261355	ma-pāelipāe	light (of things, weight)	adj	AH-CSDPN	752	Khaling	12b.04
261369	teypāe	thick (of things, density)	adj	AH-CSDPN	752	Khaling	12b.05
261382	ma-teypāe	thin (of things, density)	adj	AH-CSDPN	752	Khaling	12b.06
261397	'cehpāe	hard	adj	AH-CSDPN	752	Khaling	12b.07
261412	ma-cehpāe	soft	adj	AH-CSDPN	752	Khaling	12b.08
261425	kaysipāe	elastic	adj	AH-CSDPN	752	Khaling	12b.09
261436	ma-kaysipāe	inelastic	adj	AH-CSDPN	752	Khaling	12b.10
261450	'lepgomim	flexible	adj	AH-CSDPN	752	Khaling	12b.11
261467	'tarpāe	brittle	adj	AH-CSDPN	752	Khaling	12b.12
261481	phāelāemim	slick	adj	AH-CSDPN	752	Khaling	12b.13
261495	'keppāe	sticky	adj	AH-CSDPN	752	Khaling	12b.14
261511	sōlāemim	greasy	adj	AH-CSDPN	752	Khaling	12b.15
261526	'cakpāe	damp	adj	AH-CSDPN	752	Khaling	12b.16
261539	'jahpāe	wet	adj	AH-CSDPN	752	Khaling	12b.17
261553	bhāngpāe	pleasant	adj	AH-CSDPN	752	Khaling	12b.18
261567	duk	painful	adj	AH-CSDPN	752	Khaling	12b.19
261581	cānūpāe	savory	adj	AH-CSDPN	752	Khaling	12b.20
261594	ma-cāenūpāe	unsavory (taste)	adj	AH-CSDPN	752	Khaling	12b.21
261607	'lem◦pāe	sweet (taste)	adj	AH-CSDPN	752	Khaling	12b.22
261618	cūpāe	hot / spicy (taste)	adj	AH-CSDPN	752	Khaling	12b.23
261631	jharpāe	sour	adj	AH-CSDPN	752	Khaling	12b.24
261644	kāe◦pāe	bitter	adj	AH-CSDPN	752	Khaling	12b.25
261657	ramramim	salty	adj	AH-CSDPN	752	Khaling	12b.26
261672	cānūpāe-mur-nwāmpāe	fragrant	adj	AH-CSDPN	752	Khaling	12b.27
261686	'mur nwāmpāe	fetid	adj	AH-CSDPN	752	Khaling	12b.28
261701	'hāephi	loud	adj	AH-CSDPN	752	Khaling	12b.29
261715	'yāhki	soft (of sound)	adj	AH-CSDPN	752	Khaling	12b.30
261726	'ghwa'pa	high pitch[ed]	adj	AH-CSDPN	752	Khaling	12b.31
261739	'yahki	low pitch[ed]	adj	AH-CSDPN	752	Khaling	12b.32
261755	kōthwākpae	bright	adj	AH-CSDPN	752	Khaling	12b.33
261769	ko-mu-thwākpā	dark	adj	AH-CSDPN	752	Khaling	12b.34
261782	gigim	blue	adj	AH-CSDPN	752	Khaling	12b.35
261796	ō:m	brown	adj	AH-CSDPN	752	Khaling	12b.36
261810	rangrang-po	variegated	adj	AH-CSDPN	752	Khaling	12b.37
261824	'plampāe	faded	adj	AH-CSDPN	752	Khaling	12b.38
261848	dharke	striped	adj	AH-CSDPN	752	Khaling	12b.40
261860	nū	right (opposite of 'wrong')	adj	AH-CSDPN	752	Khaling	12b.41
261872	mu-nū	wrong	adj	AH-CSDPN	752	Khaling	12b.42
261885	a'cānga	true	adj	AH-CSDPN	752	Khaling	12b.43
261898	'lemā	false	adj	AH-CSDPN	752	Khaling	12b.44
261915	'dok-pāe	sufficient	adj	AH-CSDPN	752	Khaling	12b.45
261930	ma-dokpāe	insufficient	adj	AH-CSDPN	752	Khaling	12b.46
261942	'jhedū	bad	adj	AH-CSDPN	752	Khaling	12b.47
261955	'sengpāe	clean	adj	AH-CSDPN	752	Khaling	12b.48
261972	ghōle u-than	expensive	adj	AH-CSDPN	752	Khaling	12b.50
261987	dokwāy u-thang	cheap	adj	AH-CSDPN	752	Khaling	12b.51
262001	'ghwālpā	terrible	adj	AH-CSDPN	752	Khaling	12b.52
262016	'caychukpāe	desirable	adj	AH-CSDPN	752	Khaling	12b.53
262028	'pan-ne	bring (from near)	v	AH-CSDPN	752	Khaling	02b1.01
262029	'hwān-ne	bring (from far)	v	AH-CSDPN	752	Khaling	02b1.01
262042	'pi-ne	come (on level ground)	v	AH-CSDPN	752	Khaling	02b1.02
262043	ye-ne	come (from above)	v	AH-CSDPN	752	Khaling	02b1.02
262044	kho-ne	come (from below)	v	AH-CSDPN	752	Khaling	02b1.02
262058	u-phār-bi hōngpe-ne	approach	v	AH-CSDPN	752	Khaling	02b1.03
262071	'than-ne	pull	v	AH-CSDPN	752	Khaling	02b1.04
262083	'khwān-ne	go	v	AH-CSDPN	752	Khaling	02b1.05
262094	wo-ne	enter	v	AH-CSDPN	752	Khaling	02b1.06
262105	lāey-ne	go out	v	AH-CSDPN	752	Khaling	02b1.07
262115	lāey-man-ne	go out, cause to	v	AH-CSDPN	752	Khaling	02b1.07a
262124	kharsi-ne	go around	v	AH-CSDPN	752	Khaling	02b1.08
262141	'jhu-ne	run away	v	AH-CSDPN	752	Khaling	02b1.09
262154	'lo-ne	take	v	AH-CSDPN	752	Khaling	02b1.10
262167	twāl-ne	push	v	AH-CSDPN	752	Khaling	02b1.11
262179	phu-ne	send	v	AH-CSDPN	752	Khaling	02b1.12
262189	'kem-ne	ascend	v	AH-CSDPN	752	Khaling	02b1.13
262200	ye-ne	descend	v	AH-CSDPN	752	Khaling	02b1.14
262211	-kolo 'khwān-ne	accompany	v	AH-CSDPN	752	Khaling	02b1.15
262227	'dān-ne	follow	v	AH-CSDPN	752	Khaling	02b1.17
262237	kwāl-ne	chase	v	AH-CSDPN	752	Khaling	02b1.18
262248	'lwām-ne	catch	v	AH-CSDPN	752	Khaling	02b1.19
262258	'gru-ne	hold	v	AH-CSDPN	752	Khaling	02b1.20
262268	sāetāem phre-ne	draw back	v	AH-CSDPN	752	Khaling	02b1.21
262275	sāetāem phre-man-ne	draw back, cause to	v	AH-CSDPN	752	Khaling	02b1.21a
262285	lwān-ne	reach for	v	AH-CSDPN	752	Khaling	02b1.22
262295	'dwān-ne	hold out	v	AH-CSDPN	752	Khaling	02b1.23
262305	pele tan-ne	draw back	v	AH-CSDPN	752	Khaling	02b1.24
262315	'dhu-ne	limp	v	AH-CSDPN	752	Khaling	02b1.25
262325	'pro-ne	jump up	v	AH-CSDPN	752	Khaling	02b1.26
262335	'gwām-ne	jump over	v	AH-CSDPN	752	Khaling	02b1.27
262347	'jhu-ne	jump down	v	AH-CSDPN	752	Khaling	02b1.28
262358	'phe-ne	jump across	v	AH-CSDPN	752	Khaling	02b1.29
262370	sunsi-ne	crawl	v	AH-CSDPN	752	Khaling	02b1.30
262380	tāeta māeta cemsi-ne	roll over	v	AH-CSDPN	752	Khaling	02b1.31
262395	ghar-ne	run	v	AH-CSDPN	752	Khaling	02b1.32
262406	kunsi-ne	stoop / bend down	v	AH-CSDPN	752	Khaling	02b1.33
262417	sāel thwām-ne	stamp	v	AH-CSDPN	752	Khaling	02b1.34
262429	plem-ne	step on	v	AH-CSDPN	752	Khaling	02b1.35
262443	'cwam-ne	press down	v	AH-CSDPN	752	Khaling	02b1.36
262460	'wām-ne	strike	v	AH-CSDPN	752	Khaling	02b1.37
262473	'gro-ne	throw away	v	AH-CSDPN	752	Khaling	02b1.38
262484	kaysi-ne	stretch	vi	AH-CSDPN	752	Khaling	02b1.39
262495	ru-ne	tremble	v	AH-CSDPN	752	Khaling	02b1.40
262505	lō jhāem-ne	jerk (from fright)	v	AH-CSDPN	752	Khaling	02b1.41
262514	halley mansi-ne	swing	v	AH-CSDPN	752	Khaling	02b1.42
262525	lansi-ne	turn over	v	AH-CSDPN	752	Khaling	02b1.43
262535	wān-ne	turn back	v	AH-CSDPN	752	Khaling	02b1.44
262545	'kem-ne	climb	v	AH-CSDPN	752	Khaling	02b1.45
262557	thwāmsi-ne	collide	v	AH-CSDPN	752	Khaling	02b1.46
262568	lāey-ne	cross (river)	v	AH-CSDPN	752	Khaling	02b1.47
262578	ku-bi cemsi-ne	swim	v	AH-CSDPN	752	Khaling	02b1.48
262588	hu-ne	wait	v	AH-CSDPN	752	Khaling	02b1.49
262598	'khāen-ne	stop	v	AH-CSDPN	752	Khaling	02b1.50
262608	'bhwāy-ne	feel (by touch)	v	AH-CSDPN	752	Khaling	02b1.51
262618	'khan-ne	touch	v	AH-CSDPN	752	Khaling	02b1.52
262629	'thu-ne	move / stir	vi	AH-CSDPN	752	Khaling	02b1.53
262639	yonsi-ne	move to other place	v	AH-CSDPN	752	Khaling	02b1.54
262649	yo-ne	shift (sthg)	v	AH-CSDPN	752	Khaling	02b1.54a
262659	lānti-ne	slip	v	AH-CSDPN	752	Khaling	02b1.55
262672	thi-ne	fall over	v	AH-CSDPN	752	Khaling	02b1.56
262682	'dhu-ne	stumble	v	AH-CSDPN	752	Khaling	02b1.57
262695	hām-ne	fall down	v	AH-CSDPN	752	Khaling	02b1.58
262706	'phu-ne	get up	vi	AH-CSDPN	752	Khaling	0 2b1.59
262716	'phu-man-ne	pick up	v	AH-CSDPN	752	Khaling	02b1.59a
262727	dhawa mū-ne	hurry	v	AH-CSDPN	752	Khaling	02b1.60
262737	sāel-āe wām-ne	kick	v	AH-CSDPN	752	Khaling	02b1.61
262748	'ru-ne	shake	v	AH-CSDPN	752	Khaling	02b1.62
262760	jhung-āe 'ru-ne	shiver	v	AH-CSDPN	752	Khaling	02b1.63
262771	dhong halley mū-ne	nod (with head)	v	AH-CSDPN	752	Khaling	02b1.64
262782	'jen-ne	read	v	AH-CSDPN	752	Khaling	10b2.01
262792	're-ne	write	v	AH-CSDPN	752	Khaling	10b2.02
262803	'ceysi-ne	learn	v	AH-CSDPN	752	Khaling	10b2.03
262812	'nu mū-ne	study	v	AH-CSDPN	752	Khaling	10b2.04
262820	'nu mū-ne	practice	v	AH-CSDPN	752	Khaling	10b2.05
262830	dorey mū-ne	review	v	AH-CSDPN	752	Khaling	10b2.06
262839	yātā blāen-ne	repeat	v	AH-CSDPN	752	Khaling	10b2.07
262848	bhāngpāe	recite	v	AH-CSDPN	752	Khaling	10b2.08
262859	bhāngpāe nu-bi tō-ne	learn by heart	v	AH-CSDPN	752	Khaling	10b2.09
262868	mam-ne	remember	v	AH-CSDPN	752	Khaling	10b2.10
262879	'cāemhō-ne	forget	v	AH-CSDPN	752	Khaling	10b2.11
262891	odi mū-ne	think	v	AH-CSDPN	752	Khaling	10b2.12
262902	sangka mū-ne	doubt	v	AH-CSDPN	752	Khaling	10b2.13
262911	thō-ne	see	v	AH-CSDPN	752	Khaling	10b2.14
262923	sey-ne	look at	v	AH-CSDPN	752	Khaling	10b2.15
262934	dājey mū-ne	compare	v	AH-CSDPN	752	Khaling	10b2.16
262944	meng 'chu-ne	resemble	v	AH-CSDPN	752	Khaling	10b2.17
262953	bayan mū-ne	describe	v	AH-CSDPN	752	Khaling	10b2.18
262966	'ko-ne	know	v	AH-CSDPN	752	Khaling	10b2.19
262976	'nu gobi odi mū-ne	imagine	v	AH-CSDPN	752	Khaling	10b2.20
262985	jacey mū-ne	examine	v	AH-CSDPN	752	Khaling	10b2.21
262996	'khran-ne	count	v	AH-CSDPN	752	Khaling	10b2.22
263007	guna mū-ne	multiply (numerically, at least)	v	AH-CSDPN	752	Khaling	10b2.23
263015	bhāg mū-ne	divide (numerically, at least)	v	AH-CSDPN	752	Khaling	10b2.24
263022	odi mū-ne	compose	v	AH-CSDPN	752	Khaling	10b2.25
263031	khicae mū-ne	draw (opposite of 'erase')	v	AH-CSDPN	752	Khaling	10b2.26
263041	metey mū-ne	erase	v	AH-CSDPN	752	Khaling	10b2.27
263049	phāey-ne	translate	v	AH-CSDPN	752	Khaling	10b2.28
263056	artha lāen-ne	interpret	v	AH-CSDPN	752	Khaling	10b2.29
263065	'tho-ne	understand	v	AH-CSDPN	752	Khaling	10b2.30
263075	chwām-ne	dance	v	AH-CSDPN	752	Khaling	11b1.01
263085	cemsi-ne	play	v	AH-CSDPN	752	Khaling	11b1.02
263095	'lel mū-ne	sing	v	AH-CSDPN	752	Khaling	11b1.03
263105	'sibrā mū-ne	whistle	v	AH-CSDPN	752	Khaling	11b1.04
263114	nō-āe 'sibrā mū-ne	hum (a tune)	v	AH-CSDPN	752	Khaling	11b1.05
263123	tam-ne	beat (a drum)	v	AH-CSDPN	752	Khaling	11b1.06
263133	tam-ne	play (an instrument)	v	AH-CSDPN	752	Khaling	11b1.07
263144	ngi-ne	sound	v	AH-CSDPN	752	Khaling	11b1.08
263155	chāeng chāeng mū-ne	rattle	v	AH-CSDPN	752	Khaling	11b1.09
263164	khar pho-ne	clap (hands)	v	AH-CSDPN	752	Khaling	11b1.10
263174	'cukti mū-ne	snap (with fingers)	v	AH-CSDPN	752	Khaling	11b1.11
263184	dham-bi 'khwān-ne	visit	v	AH-CSDPN	752	Khaling	11b1.12
263194	swagat mū-ne	welcome	v	AH-CSDPN	752	Khaling	11b1.13
263204	has-po 'brā kō-ne	gossip	v	AH-CSDPN	752	Khaling	11b1.14
263213	wāes lū-ne	joke	v	AH-CSDPN	752	Khaling	11b1.15
263224	'nu bluley mū-ne	amuse	v	AH-CSDPN	752	Khaling	11b1.16
263237	surti tu-ne	smoke (i.e., tobacco, of a person	v	AH-CSDPN	752	Khaling	11b1.17
263248	juwā cemsi-ne	gamble	v	AH-CSDPN	752	Khaling	11b1.18
263257	'sensi-ne	drunk, get	v	AH-CSDPN	752	Khaling	11b1.19
263267	ghole lāemti-ne	travel	v	AH-CSDPN	752	Khaling	11b1.20
263279	tāyār mū-ne	prepare	v	AH-CSDPN	752	Khaling	11b1.21
263290	'nu-bi odi mū-ne	decide	v	AH-CSDPN	752	Khaling	11b1.22
263299	lāemti-ne	walk	v	AH-CSDPN	752	Khaling	11b1.23
263312	duley mū-ne	wander	v	AH-CSDPN	752	Khaling	11b1.24
263322	ghlā-ne	overtake	v	AH-CSDPN	752	Khaling	11b1.25
263331	ripcham-la	pass by	v	AH-CSDPN	752	Khaling	11b1.26
263332	'khwān-ne	pass by	v	AH-CSDPN	752	Khaling	11b1.26
263342	cu-ne	point	v	AH-CSDPN	752	Khaling	11b1.27
263354	ladey mū-ne	load	v	AH-CSDPN	752	Khaling	11b1.28
263364	tey-ne	cram into	v	AH-CSDPN	752	Khaling	11b1.29
263375	kar-ne	carry	v	AH-CSDPN	752	Khaling	11b1.30
263386	sait sey-ne	leave / start out	v	AH-CSDPN	752	Khaling	11b1.31
263397	'len-ne	leave behind	v	AH-CSDPN	752	Khaling	11b1.32
263408	nōl mū-ne	rest	v	AH-CSDPN	752	Khaling	11b1.33
263420	hōngpe-ne	reach there	v	AH-CSDPN	752	Khaling	11b1.34
263431	hōnlō-ne	arrive here	v	AH-CSDPN	752	Khaling	11b1.35
263443	'wān-ne	return	v	AH-CSDPN	752	Khaling	11b1.36
263455	thu-ne	paddle	v	AH-CSDPN	752	Khaling	11b1.37
263464	'u-ne	buy	v	AH-CSDPN	752	Khaling	11b2.01
263474	'khāey-mū-ne	sell	v	AH-CSDPN	752	Khaling	11b2.02
263484	cwār-ne	pay	v	AH-CSDPN	752	Khaling	11b2.03
263485	sō-ne	pay	v	AH-CSDPN	752	Khaling	11b2.03
263495	nocwār-ne	repay loan	v	AH-CSDPN	752	Khaling	11b2.04
263507	lok bi-ne	lend money	v	AH-CSDPN	752	Khaling	11b2.05
263520	lok lō-ne	borrow money	v	AH-CSDPN	752	Khaling	11b2.06
263531	lok bi-ne	lend things	v	AH-CSDPN	752	Khaling	11b2.07
