ID	GLOSS	SRCID
Hale-1973-1798-663	corner	06a.05
Hale-1973-1798-664	house	06a.06
Hale-1973-1798-665	granary	06a.07
Hale-1973-1798-666	vegetable patch	06a.08
Hale-1973-1798-667	cow shed	06a.09
Hale-1973-1798-668	hog house	06a.10
Hale-1973-1798-669	chicken house	06a.11
Hale-1973-1798-670	cage	06a.12
Hale-1973-1798-671	wall	06a.13
Hale-1973-1798-672	mud	06a.14
Hale-1973-1798-673	lime	06a.15
Hale-1973-1798-674	roof	06a.16
Hale-1973-1798-675	thatch	06a.17
Hale-1973-1798-676	beam	06a.18
Hale-1973-1798-677	rafter	06a.19
Hale-1973-1798-678	cane, rattan	06a.20
Hale-1973-1798-679	post	06a.21
Hale-1973-1798-680	bamboo ties (strips for buildi	06a.22
Hale-1973-1798-681	scaffold	06a.23
Hale-1973-1798-682	ladder	06a.24
Hale-1973-1798-683	veranda	06a.25
Hale-1973-1798-684	doorway	06a.26
Hale-1973-1798-685	door	06a.27
Hale-1973-1798-686	lock	06a.28
Hale-1973-1798-687	window	06a.29
Hale-1973-1798-688	window shutter	06a.30
Hale-1973-1798-689	floor	06a.31
Hale-1973-1798-690	fence	06a.32
Hale-1973-1798-691	bedstead	06a.33
Hale-1973-1798-692	sleeping mat	06a.34
Hale-1973-1798-693	covering	06a.35
Hale-1973-1798-694	pillow	06a.36
Hale-1973-1798-695	mat	06a.37
Hale-1973-1798-696	cradle	06a.38
Hale-1973-1798-697	bench	06a.39
Hale-1973-1798-698	loft	06a.40
Hale-1973-1798-698	loft	06a.040
Hale-1973-1798-699	cooking place	06a.41
Hale-1973-1798-700	charcoal	06a.42
Hale-1973-1798-701	soot	06a.43
Hale-1973-1798-702	grinder	06a.44
Hale-1973-1798-703	griddle	06a.45
Hale-1973-1798-704	mortar	06a.46
Hale-1973-1798-705	pestle	06a.47
Hale-1973-1798-706	flame	06a.48
Hale-1973-1798-707	sparks	06a.49
Hale-1973-1798-708	steam	06a.50
Hale-1973-1798-709	broom	06a.51
Hale-1973-1798-710	sweepings	06a.52
Hale-1973-1798-711	bellows	06a.53
Hale-1973-1798-712	fire tongs	06a.54
Hale-1973-1798-713	kindling	06a.55
Hale-1973-1798-714	frying pan	06a.56
Hale-1973-1798-715	pot	06a.57
Hale-1973-1798-716	cover, lid	06a.58
Hale-1973-1798-717	ladle	06a.59
Hale-1973-1798-718	box	06a.60
Hale-1973-1798-719	can	06a.61
Hale-1973-1798-720	cup	06a.62
Hale-1973-1798-721	brass waterjar	06a.63
Hale-1973-1798-722	clay waterjar	06a.64
Hale-1973-1798-723	small water jar	06a.65
Hale-1973-1798-724	bottle	06a.66
Hale-1973-1798-725	soap	06a.67
Hale-1973-1798-726	plan	06b1.01
Hale-1973-1798-727	begin	06b1.02
Hale-1973-1798-728	be finished	06b1.03
Hale-1973-1798-729	be made	06b1.04
Hale-1973-1798-730	erect	06b1.05
Hale-1973-1798-731	stick	06b1.06
Hale-1973-1798-732	plaster (mud)	06b1.07
Hale-1973-1798-733	mud (wash floors and walls with a watery mixture of cowdung and water)	06b1.08
Hale-1973-1798-734	build roof	06b1.09
Hale-1973-1798-735	put in	06b1.10
Hale-1973-1798-736	sweep	06b1.11
Hale-1973-1798-737	squeak (as a hinge)	06b1.12
Hale-1973-1798-738	search for	06b1.13
Hale-1973-1798-739	find	06b1.14
Hale-1973-1798-740	hide	06b1.15
Hale-1973-1798-741	drop	06b1.16
Hale-1973-1798-742	scatter	06b1.17
Hale-1973-1798-743	gather up	06b1.18
Hale-1973-1798-744	pile up (heap)	06b1.19
Hale-1973-1798-745	pile (layers)	06b1.20
Hale-1973-1798-746	store	06b1.21
Hale-1973-1798-747	decorate	06b1.22
Hale-1973-1798-748	work	06b1.23
Hale-1973-1798-749	rest	06b1.24
Hale-1973-1798-750	collapse	06b1.25
Hale-1973-1798-751	pierce	06b1.26
Hale-1973-1798-752	wear out (of matter)	06b1.27
Hale-1973-1798-753	decay	06b1.28
Hale-1973-1798-754	nurse	06b2.01
Hale-1973-1798-755	suck	06b2.02
Hale-1973-1798-756	wean	06b2.03
Hale-1973-1798-757	take care	06b2.04
Hale-1973-1798-758	grow up	06b2.05
Hale-1973-1798-759	raise	06b2.06
Hale-1973-1798-760	change (alter)	06b2.07
Hale-1973-1798-761	neglect	06b2.08
Hale-1973-1798-762	abandon	06b2.09
Hale-1973-1798-763	mimic	06b2.10
Hale-1973-1798-764	cover	06b2.11
Hale-1973-1798-765	wrap	06b2.12
Hale-1973-1798-766	wrap things	06b2.13
Hale-1973-1798-767	cling to	06b2.14
Hale-1973-1798-768	scold	06b2.15
Hale-1973-1798-769	praise	06b2.16
Hale-1973-1798-770	discipline	06b2.17
Hale-1973-1798-771	punish	06b2.18
Hale-1973-1798-772	respect	06b2.19
Hale-1973-1798-773	encourage	06b2.20
Hale-1973-1798-774	allow	06b2.21
Hale-1973-1798-775	crawl	06b2.22
Hale-1973-1798-776	wrestle	06b2.23
Hale-1973-1798-777	pinch	06b2.24
Hale-1973-1798-778	tickle	06b2.25
Hale-1973-1798-779	slander s.o.	06b2.26
Hale-1973-1798-780	light (itr)	06b3.01
Hale-1973-1798-781	burn (itr)	06b3.02
Hale-1973-1798-782	light (tr)	06b3.03
Hale-1973-1798-783	flicker (fire)	06b3.04
Hale-1973-1798-784	go out (fire)	06b3.05
Hale-1973-1798-785	split (wood)	06b3.06
Hale-1973-1798-786	flare up	06b3.07
Hale-1973-1798-787	sit (stay)	06b3.08
Hale-1973-1798-788	sit cross-legged	06b3.09
Hale-1973-1798-789	stand	06b3.10
Hale-1973-1798-790	lie down (turn over)	06b3.11
Hale-1973-1798-791	lean	06b3.12
Hale-1973-1798-792	spread out	06b3.13
Hale-1973-1798-793	get stuck	06b3.14
Hale-1973-1798-794	wipe off	06b3.15
Hale-1973-1798-795	look	06b3.16
Hale-1973-1798-796	open	06b3.17
Hale-1973-1798-797	shut	06b3.18
Hale-1973-1798-798	shut in	06b3.19
Hale-1973-1798-799	shut out	06b3.20
Hale-1973-1798-800	knock (on door)	06b3.21
Hale-1973-1798-801	be restless	06b3.22
Hale-1973-1798-802	bungle (spoil by hurrying)	06b3.23
Hale-1973-1798-803	chatter, babble	06b3.24
Hale-1973-1798-804	food	07a.01
Hale-1973-1798-805	cooked rice	07a.02
Hale-1973-1798-806	uncooked rice	07a.03
Hale-1973-1798-807	rice broth	07a.04
Hale-1973-1798-808	spices	07a.05
Hale-1973-1798-809	dal, pulse	07a.06
Hale-1973-1798-810	soup, broth	07a.07
Hale-1973-1798-811	salt	07a.08
Hale-1973-1798-812	oil	07a.09
Hale-1973-1798-813	egg	07a.10
Hale-1973-1798-814	yolk	07a.11
Hale-1973-1798-815	white	07a.12
Hale-1973-1798-816	shell	07a.13
Hale-1973-1798-817	ghee	07a.14
Hale-1973-1798-818	meat	07a.15
Hale-1973-1798-819	milk	07a.16
Hale-1973-1798-820	tea	07a.17
Hale-1973-1798-821	beer	07a.18
Hale-1973-1798-822	liquor	07a.19
Hale-1973-1798-823	flour	07a.20
Hale-1973-1798-824	cloth	07a.21
Hale-1973-1798-825	fiber	07a.22
Hale-1973-1798-826	cotton	07a.23
Hale-1973-1798-827	thread	07a.24
Hale-1973-1798-828	needle	07a.25
Hale-1973-1798-829	spindle	07a.26
Hale-1973-1798-830	loom	07a.27
Hale-1973-1798-831	design	07a.28
Hale-1973-1798-832	embroidery	07a.29
Hale-1973-1798-833	shirt	07a.30
Hale-1973-1798-834	men's lower garment	07a.31
Hale-1973-1798-835	cumberbund	07a.32
Hale-1973-1798-836	turban	07a.33
Hale-1973-1798-837	wrap	07a.34
Hale-1973-1798-838	blouse	07a.35
Hale-1973-1798-839	women's lower garment	07a.36
Hale-1973-1798-840	women's carry all back-cloth	07a.37
Hale-1973-1798-841	shoes	07a.38
Hale-1973-1798-842	comb	07a.39
Hale-1973-1798-843	mirror	07a.40
Hale-1973-1798-844	ornament	07a.41
Hale-1973-1798-845	bracelet	07a.42
Hale-1973-1798-846	anklet	07a.43
Hale-1973-1798-847	necklace	07a.44
Hale-1973-1798-848	bead	07a.45
Hale-1973-1798-849	ring	07a.46
Hale-1973-1798-850	earring in love	07a.47
Hale-1973-1798-851	earring in upper ear	07a.48
Hale-1973-1798-852	nosering in septum	07a.49
Hale-1973-1798-853	rainshield	07a.50
Hale-1973-1798-854	clean (grain and vegetables)	07b1.01
Hale-1973-1798-855	winnow (small quantities)	07b1.02
Hale-1973-1798-856	grind	07b1.03
Hale-1973-1798-857	grate	07b1.04
Hale-1973-1798-858	sift	07b1.05
Hale-1973-1798-859	become wet	07b1.06
Hale-1973-1798-860	be mixed	07b1.07
Hale-1973-1798-861	knead	07b1.08
Hale-1973-1798-862	flatten dough (with roll)	07b1.09
Hale-1973-1798-863	flatten dough (with hands)	07b1.10
Hale-1973-1798-864	grind (press through)	07b1.11
Hale-1973-1798-865	pound grain	07b1.12
Hale-1973-1798-866	peel	07b1.13
Hale-1973-1798-867	peel (strip skin by hand)	07b1.14
Hale-1973-1798-868	peel (out of shells)	07b1.15
Hale-1973-1798-869	cut	07b1.16
Hale-1973-1798-870	cut up in pieces	07b1.17
Hale-1973-1798-871	skim (take off cream)	07b1.18
Hale-1973-1798-872	squeeze (juice)	07b1.19
Hale-1973-1798-873	strain	07b1.20
Hale-1973-1798-874	brew	07b1.21
Hale-1973-1798-875	ferment (itr)	07b1.22
Hale-1973-1798-876	taste (eat sample)	07b1.23
Hale-1973-1798-877	leak	07b1.24
Hale-1973-1798-878	get filled	07b1.25
Hale-1973-1798-879	overflow	07b1.26
Hale-1973-1798-880	spill	07b1.27
Hale-1973-1798-881	become empty	07b1.28
Hale-1973-1798-882	pour	07b1.29
Hale-1973-1798-883	bubble	07b1.30
Hale-1973-1798-884	dip into	07b1.31
Hale-1973-1798-885	dilute	07b1.32
Hale-1973-1798-886	be dissolved	07b1.33
Hale-1973-1798-887	cover	07b1.34
Hale-1973-1798-888	measure	07b1.35
Hale-1973-1798-889	measure (grains)	07b1.36
Hale-1973-1798-890	plug a leak	07b1.37
Hale-1973-1798-891	waste	07b1.38
Hale-1973-1798-892	economize	07b1.39
Hale-1973-1798-893	save (keep unused)	07b1.40
Hale-1973-1798-894	beat foods	07b1.41
Hale-1973-1798-895	boil (water)	07b2.01
Hale-1973-1798-896	boil (food)	07b2.02
Hale-1973-1798-897	cook (tr)	07b2.03
Hale-1973-1798-898	steam	07b2.04
Hale-1973-1798-899	fry (most often dry-fry)	07b2.05
Hale-1973-1798-900	become hot (of oil)	07b2.06
Hale-1973-1798-901	fry, deep-fry	07b2.07
Hale-1973-1798-902	burn, scorch	07b2.08
Hale-1973-1798-903	roast	07b2.09
Hale-1973-1798-904	heat up roti	07b2.10
Hale-1973-1798-905	heat	07b2.11
Hale-1973-1798-906	cool	07b2.12
Hale-1973-1798-907	become soft (ripe)	07b2.13
Hale-1973-1798-908	season	07b2.14
Hale-1973-1798-909	put on (the stove)	07b2.15
Hale-1973-1798-910	take off (the stove)	07b2.16
Hale-1973-1798-911	become sour	07b2.17
Hale-1973-1798-912	season (with spices fried in butter)	07b2.18
Hale-1973-1798-913	burst, explode	07b2.19
Hale-1973-1798-914	scrub pots	07b2.20
Hale-1973-1798-915	rinse	07b2.21
Hale-1973-1798-916	get away (turn away)	07b2.22
Hale-1973-1798-917	put away	07b2.23
Hale-1973-1798-918	arrange	07b2.24
Hale-1973-1798-919	disarrange	07b2.25
Hale-1973-1798-920	discard (tr)	07b2.26
Hale-1973-1798-921	eat	07b2.27
Hale-1973-1798-922	drink	07b2.28
Hale-1973-1798-923	serve, offer	07b2.29
Hale-1973-1798-924	distribute	07b2.30
Hale-1973-1798-925	serve out rice	07b2.31
Hale-1973-1798-926	scoop out	07b2.32
Hale-1973-1798-927	urge	07b2.33
Hale-1973-1798-928	accept	07b2.34
Hale-1973-1798-929	refuse	07b2.35
Hale-1973-1798-930	abstain	07b2.36
Hale-1973-1798-931	chew	07b2.37
Hale-1973-1798-932	swallow	07b2.38
Hale-1973-1798-933	choke	07b2.39
Hale-1973-1798-934	scrape	07b2.40
Hale-1973-1798-935	had enough	07b2.41
Hale-1973-1798-936	wash	07b2.42
Hale-1973-1798-937	choke with liquids	07b2.43
Hale-1973-1798-938	comb wool	07b3.01
Hale-1973-1798-939	spin thread	07b3.02
Hale-1973-1798-940	twist	07b3.03
Hale-1973-1798-941	wind up	07b3.04
Hale-1973-1798-942	weave, knit	07b3.05
Hale-1973-1798-943	dye	07b3.06
Hale-1973-1798-944	print	07b3.07
Hale-1973-1798-945	sew	07b3.08
Hale-1973-1798-946	thread a needle	07b3.09
Hale-1973-1798-947	chose	07b3.10
Hale-1973-1798-948	match (itr)	07b3.11
Hale-1973-1798-949	string beads	07b3.12
Hale-1973-1798-950	measure cloth	07b3.13
Hale-1973-1798-951	wash	07b3.14
Hale-1973-1798-952	soak	07b3.15
Hale-1973-1798-953	wring	07b3.16
Hale-1973-1798-954	bleach	07b3.17
Hale-1973-1798-955	shrink (itr)	07b3.18
Hale-1973-1798-956	fade	07b3.19
Hale-1973-1798-957	dry (itr)	07b3.20
Hale-1973-1798-958	hang on hook	07b3.21
Hale-1973-1798-959	take down	07b3.22
Hale-1973-1798-960	fold	07b3.23
Hale-1973-1798-961	fold over	07b3.24
Hale-1973-1798-962	keep	07b3.25
Hale-1973-1798-963	put away	07b3.26
Hale-1973-1798-964	take out	07b3.27
Hale-1973-1798-965	become torn	07b3.28
Hale-1973-1798-966	mend	07b3.29
Hale-1973-1798-967	patch	07b3.30
Hale-1973-1798-968	become worn out	07b3.31
Hale-1973-1798-969	last (stay in good condition)	07b3.32
Hale-1973-1798-970	dress	07b3.33
Hale-1973-1798-971	undress	07b3.34
Hale-1973-1798-972	change clothes	07b3.35
Hale-1973-1798-973	dress up	07b3.36
Hale-1973-1798-974	wrap around head	07b3.37
Hale-1973-1798-975	tighten	07b3.38
Hale-1973-1798-976	loose	07b3.39
Hale-1973-1798-977	tie up laces	07b3.40
Hale-1973-1798-978	untie	07b3.41
Hale-1973-1798-979	tool	08a.01
Hale-1973-1798-980	stick	08a.02
Hale-1973-1798-981	sling	08a.03
Hale-1973-1798-982	carrying pole	08a.04
Hale-1973-1798-983	set of baskets	08a.05
Hale-1973-1798-984	set of sacks	08a.06
Hale-1973-1798-985	carrying nets	08a.07
Hale-1973-1798-986	back-basket	08a.08
Hale-1973-1798-987	tumpline	08a.09
Hale-1973-1798-988	porter	08a.10
Hale-1973-1798-989	a load	08a.11
Hale-1973-1798-990	shoulder bag	08a.12
Hale-1973-1798-991	bag	08a.13
Hale-1973-1798-992	whip	08a.14
Hale-1973-1798-993	bow	08a.15
Hale-1973-1798-994	arrow	08a.16
Hale-1973-1798-995	arrow point	08a.17
Hale-1973-1798-996	spear	08a.18
Hale-1973-1798-997	axe	08a.19
Hale-1973-1798-998	knife (pocket)	08a.20
Hale-1973-1798-999	knife	08a.21
Hale-1973-1798-1000	kodali (common digging tool in Nepal, hand-plough)	08a.22
Hale-1973-1798-1001	sheath	08a.23
Hale-1973-1798-1002	sword	08a.24
Hale-1973-1798-1003	fish hook	08a.25
Hale-1973-1798-1004	fish poison	08a.26
Hale-1973-1798-1005	net	08a.27
Hale-1973-1798-1006	boat	08a.28
Hale-1973-1798-1007	animal trap	08a.29
Hale-1973-1798-1008	bird trap	08a.30
Hale-1973-1798-1009	fish trap	08a.31
Hale-1973-1798-1010	rope	08a.32
Hale-1973-1798-1011	knot	08a.33
Hale-1973-1798-1012	string	08a.34
Hale-1973-1798-1013	chain	08a.35
Hale-1973-1798-1014	ball	08a.36
Hale-1973-1798-1015	toy	08a.37
Hale-1973-1798-1016	bell	08a.38
Hale-1973-1798-1017	cymbal	08a.39
Hale-1973-1798-1018	gong	08a.40
Hale-1973-1798-1019	drum, lama's	08a.41
Hale-1973-1798-1020	drum, long	08a.42
Hale-1973-1798-1021	drum, round	08a.43
Hale-1973-1798-1022	flute, short	08a.44
Hale-1973-1798-1023	flute, long	08a.45
Hale-1973-1798-1024	bowed instrument	08a.46
Hale-1973-1798-1025	plough	08a.47
Hale-1973-1798-1026	yoke	08a.48
Hale-1973-1798-1027	sickle	08a.49
Hale-1973-1798-1028	winnowing tray	08a.50
Hale-1973-1798-1029	gold	08a.51
Hale-1973-1798-1030	silver	08a.52
Hale-1973-1798-1031	copper	08a.53
Hale-1973-1798-1032	iron	08a.54
Hale-1973-1798-1033	brass	08a.55
Hale-1973-1798-1034	use	08b.01
Hale-1973-1798-1035	pull out (a knife from its sheath)	08b.02
Hale-1973-1798-1036	thrust	08b.03
Hale-1973-1798-1037	whet (by hand with a whet stone)	08b.04
Hale-1973-1798-1038	sharpen a point	08b.05
Hale-1973-1798-1039	carve figure	08b.06
Hale-1973-1798-1040	bore a hole	08b.07
Hale-1973-1798-1041	hammer	08b.08
Hale-1973-1798-1042	saw	08b.09
Hale-1973-1798-1043	plane	08b.10
Hale-1973-1798-1044	break rope (itr)	08b.11
Hale-1973-1798-1045	break (tr)	08b.11a
Hale-1973-1798-1046	become tangled	08b.12
Hale-1973-1798-1047	hang rope	08b.13
Hale-1973-1798-1048	twist, braid	08b.14
Hale-1973-1798-1049	be bent	08b.15
Hale-1973-1798-1050	melt	08b.16
Hale-1973-1798-1051	melt (tr)	08b.16a
Hale-1973-1798-1052	shine	08b.17
Hale-1973-1798-1053	polish	08b.17a
Hale-1973-1798-1054	rub	08b.18
Hale-1973-1798-1055	join	08b.19
Hale-1973-1798-1056	break (pots)	08b.20
Hale-1973-1798-1057	break (tr)	08b.20a
Hale-1973-1798-1058	break (as sticks, itr)	08b.21
Hale-1973-1798-1059	three	09.01
Hale-1973-1798-1060	four	09.02
Hale-1973-1798-1061	five	09.03
Hale-1973-1798-1062	six	09.04
Hale-1973-1798-1063	seven	09.05
Hale-1973-1798-1064	eight	09.06
Hale-1973-1798-1065	nine	09.07
Hale-1973-1798-1066	ten	09.08
Hale-1973-1798-1067	thirteen	09.09
Hale-1973-1798-1068	nineteen	09.10
Hale-1973-1798-1069	twenty	09.11
Hale-1973-1798-1070	twenty-two	09.12
Hale-1973-1798-1071	twenty-nine	09.13
Hale-1973-1798-1072	thirty-one	09.14
Hale-1973-1798-1073	thirty-nine	09.15
Hale-1973-1798-1074	forty	09.16
Hale-1973-1798-1075	fifty	09.17
Hale-1973-1798-1076	sixty	09.18
Hale-1973-1798-1077	seventy	09.19
Hale-1973-1798-1078	eighty	09.20
Hale-1973-1798-1079	ninety	09.21
Hale-1973-1798-1080	ninety-eight	09.22
Hale-1973-1798-1081	ninety-nine	09.23
Hale-1973-1798-1082	hundred	09.24
Hale-1973-1798-1083	hundred and two	09.25
Hale-1973-1798-1084	hundred and thirty	09.26
Hale-1973-1798-1085	hundred and ninety	09.27
Hale-1973-1798-1086	two hundred	09.28
Hale-1973-1798-1087	one thousand	09.29
Hale-1973-1798-1088	first	09.30
Hale-1973-1798-1089	second	09.31
Hale-1973-1798-1090	third	09.32
Hale-1973-1798-1091	eighth	09.33
Hale-1973-1798-1092	last	09.34
Hale-1973-1798-1093	half	09.35
Hale-1973-1798-1094	half way	09.36
Hale-1973-1798-1095	one-third	09.37
Hale-1973-1798-1096	one quarter	09.38
Hale-1973-1798-1097	two thirds	09.39
Hale-1973-1798-1098	three quarters	09.40
Hale-1973-1798-1099	a pair	09.41
Hale-1973-1798-1100	none	09.42
Hale-1973-1798-1101	neither	09.43
Hale-1973-1798-1102	both	09.44
Hale-1973-1798-1103	every	09.45
Hale-1973-1798-1104	total	09.46
Hale-1973-1798-1105	together	09.47
Hale-1973-1798-1106	something	09.48
Hale-1973-1798-1107	nothing	09.49
Hale-1973-1798-1108	someone	09.50
Hale-1973-1798-1109	no one	09.51
Hale-1973-1798-1110	another	09.52
Hale-1973-1798-1111	some	09.54
Hale-1973-1798-1112	too much	09.55
Hale-1973-1798-1113	love	10a.01
Hale-1973-1798-1114	hate	10a.02
Hale-1973-1798-1115	envy	10a.03
Hale-1973-1798-1116	pride	10a.04
Hale-1973-1798-1117	generosity	10a.05
Hale-1973-1798-1118	selfishness	10a.06
Hale-1973-1798-1119	greed	10a.07
Hale-1973-1798-1120	kindness	10a.08
Hale-1973-1798-1121	cruelty	10a.09
Hale-1973-1798-1122	happiness	10a.10
Hale-1973-1798-1123	sorrow	10a.11
Hale-1973-1798-1124	life	10a.12
Hale-1973-1798-1125	long life	10a.13
Hale-1973-1798-1126	dwarf	10a.14
Hale-1973-1798-1127	left-handed person	10a.15
Hale-1973-1798-1128	stammerer	10a.16
Hale-1973-1798-1129	cripple	10a.17
Hale-1973-1798-1130	health	10a.18
Hale-1973-1798-1131	injury	10a.19
Hale-1973-1798-1132	wound	10a.20
Hale-1973-1798-1133	infection	10a.21
Hale-1973-1798-1134	pain	10a.22
Hale-1973-1798-1135	weeping	10a.23
Hale-1973-1798-1136	weakness	10a.24
Hale-1973-1798-1137	fever	10a.25
Hale-1973-1798-1138	cough	10a.26
Hale-1973-1798-1139	sneeze	10a.27
Hale-1973-1798-1140	hiccup	10a.28
Hale-1973-1798-1141	disease	10a.29
Hale-1973-1798-1142	leprosy	10a.30
Hale-1973-1798-1143	tuberculosis	10a.31
Hale-1973-1798-1144	malaria	10a.32
Hale-1973-1798-1145	cholera	10a.33
Hale-1973-1798-1146	typhoid	10a.34
Hale-1973-1798-1147	smallpox	10a.35
Hale-1973-1798-1148	measles	10a.36
Hale-1973-1798-1149	cold	10a.37
Hale-1973-1798-1150	eye disease	10a.38
Hale-1973-1798-1151	dysentery	10a.39
Hale-1973-1798-1152	worms	10a.40
Hale-1973-1798-1153	poison	10a.41
Hale-1973-1798-1154	medicine	10a.42
Hale-1973-1798-1155	cure	10a.43
Hale-1973-1798-1156	doctor	10a.44
Hale-1973-1798-1157	death	10a.45
Hale-1973-1798-1158	corpse	10a.46
Hale-1973-1798-1159	burial	10a.47
Hale-1973-1798-1160	cemetery	10a.48
Hale-1973-1798-1161	cremation	10a.49
Hale-1973-1798-1162	burning place	10a.50
Hale-1973-1798-1163	mourning	10a.51
Hale-1973-1798-1164	other worlds	10a.52
Hale-1973-1798-1165	ghost	10a.53
Hale-1973-1798-1166	spirit	10a.54
Hale-1973-1798-1167	god	10a.55
Hale-1973-1798-1168	witch	10a.56
Hale-1973-1798-1169	shaman	10a.57
Hale-1973-1798-1170	mask	10a.58
Hale-1973-1798-1171	incense	10a.59
Hale-1973-1798-1172	temple	10a.60
Hale-1973-1798-1173	idol	10a.61
Hale-1973-1798-1174	faith	10a.62
Hale-1973-1798-1175	miracle	10a.63
Hale-1973-1798-1176	prayer	10a.64
Hale-1973-1798-1177	prayer flag	10a.65
Hale-1973-1798-1178	oath	10a.66
Hale-1973-1798-1179	worship	10a.67
Hale-1973-1798-1180	sacrifice	10a.68
Hale-1973-1798-1181	offering	10a.69
Hale-1973-1798-1182	ceremony	10a.70
Hale-1973-1798-1183	festival	10a.71
Hale-1973-1798-1184	sin	10a.72
Hale-1973-1798-1185	guilt	10a.73
Hale-1973-1798-1186	tell	10b1.01
Hale-1973-1798-1187	talk	10b1.02
Hale-1973-1798-1188	speak (a language)	10b1.03
Hale-1973-1798-1189	mutter	10b1.04
Hale-1973-1798-1190	stutter	10b1.05
Hale-1973-1798-1191	whisper	10b1.06
Hale-1973-1798-1192	murmur	10b1.07
Hale-1973-1798-1193	chatter	10b1.08
Hale-1973-1798-1194	scream	10b1.09
Hale-1973-1798-1195	shout	10b1.10
Hale-1973-1798-1196	exaggerate	10b1.11
Hale-1973-1798-1197	boast	10b1.12
Hale-1973-1798-1198	agree	10b1.13
Hale-1973-1798-1199	advice	10b1.14
Hale-1973-1798-1200	ask	10b1.15
Hale-1973-1798-1201	answer	10b1.16
Hale-1973-1798-1202	listen	10b1.17
Hale-1973-1798-1203	approve, confirm	10b1.18
Hale-1973-1798-1204	obey	10b1.19
Hale-1973-1798-1205	request	10b1.20
Hale-1973-1798-1206	beg	10b1.21
Hale-1973-1798-1207	persist	10b1.22
Hale-1973-1798-1208	persuade	10b1.23
Hale-1973-1798-1209	force	10b1.24
Hale-1973-1798-1210	threaten	10b1.25
Hale-1973-1798-1211	tempt	10b1.26
Hale-1973-1798-1212	seduce	10b1.27
Hale-1973-1798-1213	stagger	10b1.28
Hale-1973-1798-1214	discuss	10b1.29
Hale-1973-1798-1215	understand	10b1.30
Hale-1973-1798-1216	promise	10b1.31
Hale-1973-1798-1217	omit, err	10b1.32
Hale-1973-1798-1218	admit	10b1.33
Hale-1973-1798-1219	regret	10b1.34
Hale-1973-1798-1220	repent	10b1.35
Hale-1973-1798-1221	become warned	10b1.36
Hale-1973-1798-1222	protect	10b1.37
Hale-1973-1798-1223	be spared	10b1.38
Hale-1973-1798-1224	trust	10b1.39
Hale-1973-1798-1225	forgive	10b1.40
Hale-1973-1798-1226	give	10b1.41
Hale-1973-1798-1227	give back	10b1.42
Hale-1973-1798-1228	give in	10b1.43
Hale-1973-1798-1229	give up	10b1.44
Hale-1973-1798-1230	greet	10b1.45
Hale-1973-1798-1231	guard	10b1.46
Hale-1973-1798-1232	help	10b1.47
Hale-1973-1798-1233	meet	10b1.48
Hale-1973-1798-1234	invite	10b1.49
Hale-1973-1798-1235	embrace	10b1.50
Hale-1973-1798-1236	kiss	10b1.51
Hale-1973-1798-1237	love	10b1.52
Hale-1973-1798-1238	mourn	10b1.53
Hale-1973-1798-1239	pity (s.o.)	10b1.54
Hale-1973-1798-1240	know (s.o.)	10b1.55
Hale-1973-1798-1241	order to come	10b1.56
Hale-1973-1798-1242	beg	10b1.57
Hale-1973-1798-1243	betray	10b1.58
Hale-1973-1798-1244	cheat	10b1.59
Hale-1973-1798-1245	command	10b1.60
Hale-1973-1798-1246	spread news (itr)	10b1.61
Hale-1973-1798-1247	complain	10b1.62
Hale-1973-1798-1248	annoy	10b1.63
Hale-1973-1798-1249	tease	10b1.64
Hale-1973-1798-1250	ridicule	10b1.65
Hale-1973-1798-1251	nag, criticize	10b1.66
Hale-1973-1798-1252	despise	10b1.67
Hale-1973-1798-1253	hate	10b1.68
Hale-1973-1798-1254	disgrace	10b1.69
Hale-1973-1798-1255	ignore	10b1.70
Hale-1973-1798-1256	get stuck	10b1.71
Hale-1973-1798-1257	forbid	10b1.72
Hale-1973-1798-1258	avoid s.b.	10b1.73
Hale-1973-1798-1259	hurt (not physically)	10b1.74
Hale-1973-1798-1260	lie	10b1.75
Hale-1973-1798-1261	pretend	10b1.76
Hale-1973-1798-1262	flatter	10b1.77
Hale-1973-1798-1263	flirt	10b1.78
Hale-1973-1798-1264	feel at ease	10b1.79
Hale-1973-1798-1265	quarrel with words	10b1.80
Hale-1973-1798-1266	quarrel	10b1.81
Hale-1973-1798-1267	separate	10b1.82
Hale-1973-1798-1268	fail (in an attempt)	10b1.83
Hale-1973-1798-1269	succeed	10b1.84
Hale-1973-1798-1270	lose (be defeated)	10b1.85
Hale-1973-1798-1271	win	10b1.86
Hale-1973-1798-1272	stop, hold up	10b1.87
Hale-1973-1798-1273	read	10b2.01
Hale-1973-1798-1274	write	10b2.02
Hale-1973-1798-1275	learn	10b2.03
Hale-1973-1798-1276	study	10b2.04
Hale-1973-1798-1277	practice	10b2.05
Hale-1973-1798-1278	review	10b2.06
Hale-1973-1798-1279	repeat	10b2.07
Hale-1973-1798-1280	recite	10b2.08
Hale-1973-1798-1281	learn by heart	10b2.09
Hale-1973-1798-1282	remember	10b2.10
Hale-1973-1798-1283	forget	10b2.11
Hale-1973-1798-1284	think	10b2.12
Hale-1973-1798-1285	doubt	10b2.13
Hale-1973-1798-1286	see	10b2.14
Hale-1973-1798-1287	look at	10b2.15
Hale-1973-1798-1288	compare	10b2.16
Hale-1973-1798-1289	resemble	10b2.17
